[9G0I] ✓ Exactas: 0 | Distancia: 412 | Pep: 14 | Fallos: 8
[7GAW] ✓ Exactas: 606 | Distancia: 18 | Pep: 11 | Fallos: 8
[7N44] ✓ Exactas: 0 | Distancia: 912 | Pep: 17 | Fallos: 12
[9GIL] ✓ Exactas: 665 | Distancia: 10 | Pep: 13 | Fallos: 7
[7GFX] ✓ Exactas: 526 | Distancia: 12 | Pep: 8 | Fallos: 6
[7GJP] ✓ Exactas: 326 | Distancia: 8 | Pep: 9 | Fallos: 5
[7GD4] ✓ Exactas: 668 | Distancia: 16 | Pep: 10 | Fallos: 12
[7GEK] ✓ Exactas: 508 | Distancia: 12 | Pep: 8 | Fallos: 10
[7GBX] ✓ Exactas: 556 | Distancia: 18 | Pep: 8 | Fallos: 8
[7GGF] ✓ Exactas: 694 | Distancia: 24 | Pep: 15 | Fallos: 8
[7GGE] ✓ Exactas: 650 | Distancia: 22 | Pep: 13 | Fallos: 8
[7GL9] ✓ Exactas: 589 | Distancia: 15 | Pep: 10 | Fallos: 12
[9GIJ] ✓ Exactas: 702 | Distancia: 12 | Pep: 13 | Fallos: 10
[7GML] ✓ Exactas: 528 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GBL] ✓ Exactas: 662 | Distancia: 8 | Pep: 14 | Fallos: 10
[7GJZ] ✓ Exactas: 837 | Distancia: 24 | Pep: 14 | Fallos: 11
[7GNK] ✓ Exactas: 613 | Distancia: 17 | Pep: 11 | Fallos: 9
[9HAK] ✓ Exactas: 374 | Distancia: 9 | Pep: 15 | Fallos: 3
[7GIN] ✓ Exactas: 289 | Distancia: 7 | Pep: 9 | Fallos: 5
[8SXR] ✓ Exactas: 720 | Distancia: 24 | Pep: 12 | Fallos: 13
[8W1U] ✓ Exactas: 687 | Distancia: 17 | Pep: 13 | Fallos: 7
[7GFP] ✓ Exactas: 562 | Distancia: 12 | Pep: 11 | Fallos: 8
[7GNB] ✓ Exactas: 680 | Distancia: 17 | Pep: 9 | Fallos: 11
[7GKM] ✓ Exactas: 551 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GGR] ✓ Exactas: 558 | Distancia: 14 | Pep: 8 | Fallos: 10
[8UDO] ✓ Exactas: 916 | Distancia: 16 | Pep: 19 | Fallos: 4
[7GL7] ✓ Exactas: 646 | Distancia: 14 | Pep: 9 | Fallos: 7
[7GMQ] ✓ Exactas: 575 | Distancia: 17 | Pep: 9 | Fallos: 10
[7GKO] ✓ Exactas: 557 | Distancia: 14 | Pep: 9 | Fallos: 12
[7GMM] ✓ Exactas: 527 | Distancia: 13 | Pep: 9 | Fallos: 11
[7GMR] ✓ Exactas: 528 | Distancia: 11 | Pep: 9 | Fallos: 8
[7GJD] ✓ Exactas: 560 | Distancia: 15 | Pep: 9 | Fallos: 10
[7GG5] ✓ Exactas: 630 | Distancia: 24 | Pep: 13 | Fallos: 8
[7GME] ✓ Exactas: 542 | Distancia: 12 | Pep: 9 | Fallos: 7
[7GNT] ✓ Exactas: 690 | Distancia: 20 | Pep: 11 | Fallos: 10
[7GIL] ✓ Exactas: 549 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GKL] ✓ Exactas: 251 | Distancia: 5 | Pep: 9 | Fallos: 5
[7GMI] ✓ Exactas: 563 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GH6] ✓ Exactas: 596 | Distancia: 14 | Pep: 11 | Fallos: 8
[7L14] ✓ Exactas: 759 | Distancia: 10 | Pep: 15 | Fallos: 3
[7GFS] ✓ Exactas: 568 | Distancia: 10 | Pep: 11 | Fallos: 10
[7GND] ✓ Exactas: 532 | Distancia: 13 | Pep: 9 | Fallos: 6
[7GIQ] ✓ Exactas: 561 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GJ8] ✓ Exactas: 558 | Distancia: 16 | Pep: 9 | Fallos: 9
[7GIA] ✓ Exactas: 513 | Distancia: 14 | Pep: 9 | Fallos: 10
[8DII] ✓ Exactas: 510 | Distancia: 12 | Pep: 7 | Fallos: 6
[7GBD] ✓ Exactas: 690 | Distancia: 10 | Pep: 13 | Fallos: 8
[7GCZ] ✓ Exactas: 606 | Distancia: 16 | Pep: 11 | Fallos: 10
[7GF1] ✓ Exactas: 548 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GKC] ✓ Exactas: 646 | Distancia: 16 | Pep: 13 | Fallos: 7
[8YLS] ✓ Exactas: 344 | Distancia: 0 | Pep: 10 | Fallos: 1
[7GM3] ✓ Exactas: 569 | Distancia: 14 | Pep: 9 | Fallos: 11
[7UR9] ✓ Exactas: 847 | Distancia: 20 | Pep: 15 | Fallos: 5
[7GLW] ✓ Exactas: 580 | Distancia: 20 | Pep: 9 | Fallos: 7
[7GJT] ✓ Exactas: 389 | Distancia: 9 | Pep: 15 | Fallos: 3
[7GE8] ✓ Exactas: 588 | Distancia: 12 | Pep: 10 | Fallos: 8
[7GJL] ✓ Exactas: 293 | Distancia: 8 | Pep: 11 | Fallos: 5
[7GIX] ✓ Exactas: 597 | Distancia: 16 | Pep: 11 | Fallos: 10
[7GKD] ✓ Exactas: 282 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GMC] ✓ Exactas: 544 | Distancia: 14 | Pep: 9 | Fallos: 7
[7GLG] ✓ Exactas: 570 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GH7] ✓ Exactas: 564 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GLC] ✓ Exactas: 285 | Distancia: 8 | Pep: 9 | Fallos: 3
[7GGG] ✓ Exactas: 626 | Distancia: 12 | Pep: 10 | Fallos: 10
[7GKG] ✓ Exactas: 278 | Distancia: 9 | Pep: 9 | Fallos: 6
[7GJ6] ✓ Exactas: 563 | Distancia: 13 | Pep: 9 | Fallos: 12
[7GJ2] ✓ Exactas: 643 | Distancia: 22 | Pep: 11 | Fallos: 7
[7GMX] ✓ Exactas: 244 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GGJ] ✓ Exactas: 610 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GN0] ✓ Exactas: 297 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GE3] ✓ Exactas: 544 | Distancia: 14 | Pep: 8 | Fallos: 4
[7GNQ] ✓ Exactas: 619 | Distancia: 16 | Pep: 13 | Fallos: 8
[7GJ9] ✓ Exactas: 630 | Distancia: 19 | Pep: 10 | Fallos: 13
[7GK5] ✓ Exactas: 548 | Distancia: 14 | Pep: 9 | Fallos: 11
[7GI5] ✓ Exactas: 393 | Distancia: 8 | Pep: 15 | Fallos: 1
[8Q71] ✓ Exactas: 0 | Distancia: 702 | Pep: 11 | Fallos: 13
[7GM1] ✓ Exactas: 294 | Distancia: 9 | Pep: 9 | Fallos: 5
[8DZ0] ✓ Exactas: 819 | Distancia: 9 | Pep: 14 | Fallos: 3
[7RLS] ✓ Exactas: 646 | Distancia: 6 | Pep: 12 | Fallos: 6
[7GBN] ✓ Exactas: 708 | Distancia: 12 | Pep: 14 | Fallos: 8
[7GBS] ✓ Exactas: 534 | Distancia: 14 | Pep: 9 | Fallos: 6
[7GKB] ✓ Exactas: 574 | Distancia: 11 | Pep: 9 | Fallos: 8
[8I4S] ✓ Exactas: 522 | Distancia: 10 | Pep: 14 | Fallos: 0
[7GDI] ✓ Exactas: 518 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GDC] ✓ Exactas: 558 | Distancia: 14 | Pep: 8 | Fallos: 8
[7LMF] ✓ Exactas: 671 | Distancia: 23 | Pep: 13 | Fallos: 6
[7GN2] ✓ Exactas: 577 | Distancia: 17 | Pep: 9 | Fallos: 9
[7GEZ] ✓ Exactas: 512 | Distancia: 8 | Pep: 8 | Fallos: 8
[7GKI] ✓ Exactas: 276 | Distancia: 7 | Pep: 9 | Fallos: 4
[7GFB] ✓ Exactas: 574 | Distancia: 18 | Pep: 9 | Fallos: 8
[5RH3] ✓ Exactas: 514 | Distancia: 12 | Pep: 8 | Fallos: 10
[7GG8] ✓ Exactas: 536 | Distancia: 10 | Pep: 8 | Fallos: 8
[7GDZ] ✓ Exactas: 476 | Distancia: 8 | Pep: 9 | Fallos: 8
[7GIG] ✓ Exactas: 291 | Distancia: 7 | Pep: 9 | Fallos: 5
[8Y44] ✓ Exactas: 381 | Distancia: 6 | Pep: 13 | Fallos: 3
[7GK6] ✓ Exactas: 275 | Distancia: 7 | Pep: 9 | Fallos: 7
[7GH5] ✓ Exactas: 534 | Distancia: 12 | Pep: 9 | Fallos: 8
[7GK0] ✓ Exactas: 300 | Distancia: 6 | Pep: 11 | Fallos: 5
[7GLZ] ✓ Exactas: 538 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GNF] ✓ Exactas: 551 | Distancia: 14 | Pep: 9 | Fallos: 5
[7GE4] ✓ Exactas: 586 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GIH] ✓ Exactas: 582 | Distancia: 17 | Pep: 10 | Fallos: 10
[7GMF] ✓ Exactas: 591 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GNC] ✓ Exactas: 611 | Distancia: 19 | Pep: 9 | Fallos: 12
[9HJH] ✓ Exactas: 318 | Distancia: 4 | Pep: 12 | Fallos: 2
[9DDG] ✓ Exactas: 0 | Distancia: 373 | Pep: 12 | Fallos: 9
[7GK2] ✓ Exactas: 357 | Distancia: 8 | Pep: 12 | Fallos: 5
[7LMD] ✓ Exactas: 676 | Distancia: 24 | Pep: 12 | Fallos: 8
[7GI7] ✓ Exactas: 674 | Distancia: 22 | Pep: 13 | Fallos: 10
[7GJY] ✓ Exactas: 294 | Distancia: 7 | Pep: 9 | Fallos: 5
[7RM2] ✓ Exactas: 636 | Distancia: 6 | Pep: 11 | Fallos: 6
[7VIC] ✓ Exactas: 270 | Distancia: 0 | Pep: 4 | Fallos: 0
[7GCV] ✓ Exactas: 694 | Distancia: 8 | Pep: 14 | Fallos: 8
[5RH2] ✓ Exactas: 502 | Distancia: 12 | Pep: 8 | Fallos: 6
[7DDC] ✓ Exactas: 362 | Distancia: 0 | Pep: 8 | Fallos: 0
[7GFH] ✓ Exactas: 562 | Distancia: 14 | Pep: 8 | Fallos: 8
[8ZUB] ✓ Exactas: 449 | Distancia: 8 | Pep: 14 | Fallos: 5
[7GEU] ✓ Exactas: 562 | Distancia: 14 | Pep: 8 | Fallos: 10
[7GN8] ✓ Exactas: 563 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GFR] ✓ Exactas: 576 | Distancia: 16 | Pep: 8 | Fallos: 8
[7GLM] ✓ Exactas: 593 | Distancia: 13 | Pep: 11 | Fallos: 9
[7URB] ✓ Exactas: 868 | Distancia: 16 | Pep: 15 | Fallos: 8
[7GFQ] ✓ Exactas: 526 | Distancia: 12 | Pep: 8 | Fallos: 6
[7GJ4] ✓ Exactas: 271 | Distancia: 6 | Pep: 9 | Fallos: 4
[7GID] ✓ Exactas: 504 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GJX] ✓ Exactas: 281 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GIS] ✓ Exactas: 553 | Distancia: 16 | Pep: 9 | Fallos: 12
[7GFK] ✓ Exactas: 482 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GGK] ✓ Exactas: 676 | Distancia: 18 | Pep: 11 | Fallos: 10
[7GIW] ✓ Exactas: 279 | Distancia: 9 | Pep: 9 | Fallos: 4
[8UDX] ✓ Exactas: 930 | Distancia: 18 | Pep: 19 | Fallos: 6
[7GJ3] ✓ Exactas: 589 | Distancia: 16 | Pep: 9 | Fallos: 7
[7GJU] ✓ Exactas: 293 | Distancia: 9 | Pep: 9 | Fallos: 6
[7TEK] ✓ Exactas: 688 | Distancia: 8 | Pep: 12 | Fallos: 6
[8UDW] ✓ Exactas: 858 | Distancia: 14 | Pep: 19 | Fallos: 4
[7GD3] ✓ Exactas: 622 | Distancia: 16 | Pep: 11 | Fallos: 18
[7GLN] ✓ Exactas: 550 | Distancia: 13 | Pep: 9 | Fallos: 8
[7GFD] ✓ Exactas: 702 | Distancia: 12 | Pep: 14 | Fallos: 6
[7GMK] ✓ Exactas: 533 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GLI] ✓ Exactas: 561 | Distancia: 14 | Pep: 10 | Fallos: 8
[7M8Z] ✓ Exactas: 0 | Distancia: 784 | Pep: 15 | Fallos: 10
[7L13] ✓ Exactas: 406 | Distancia: 7 | Pep: 18 | Fallos: 4
[7GKN] ✓ Exactas: 592 | Distancia: 17 | Pep: 9 | Fallos: 7
[7GKT] ✓ Exactas: 315 | Distancia: 9 | Pep: 11 | Fallos: 4
[7GLE] ✓ Exactas: 282 | Distancia: 6 | Pep: 10 | Fallos: 6
[9G0I] ✓ Exactas: 0 | Distancia: 412 | Pep: 14 | Fallos: 8
[7GGW] ✓ Exactas: 588 | Distancia: 14 | Pep: 9 | Fallos: 10
[7M90] ✓ Exactas: 0 | Distancia: 836 | Pep: 19 | Fallos: 14
[8R14] ✓ Exactas: 573 | Distancia: 7 | Pep: 7 | Fallos: 5
[7RME] ✓ Exactas: 608 | Distancia: 2 | Pep: 11 | Fallos: 4
[7GFL] ✓ Exactas: 536 | Distancia: 12 | Pep: 9 | Fallos: 6
[7GLJ] ✓ Exactas: 609 | Distancia: 14 | Pep: 11 | Fallos: 9
[7GKR] ✓ Exactas: 569 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GGL] ✓ Exactas: 558 | Distancia: 16 | Pep: 10 | Fallos: 8
[7GH0] ✓ Exactas: 596 | Distancia: 12 | Pep: 9 | Fallos: 8
[7GDD] ✓ Exactas: 584 | Distancia: 18 | Pep: 8 | Fallos: 8
[7GHM] ✓ Exactas: 830 | Distancia: 11 | Pep: 16 | Fallos: 6
[9MVM] ✓ Exactas: 276 | Distancia: 4 | Pep: 8 | Fallos: 2
[7EN9] ✓ Exactas: 846 | Distancia: 10 | Pep: 16 | Fallos: 8
[7GKE] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 10
[7EN8] ✓ Exactas: 741 | Distancia: 13 | Pep: 14 | Fallos: 8
[7RMB] ✓ Exactas: 604 | Distancia: 6 | Pep: 11 | Fallos: 4
[7GEL] ✓ Exactas: 556 | Distancia: 6 | Pep: 8 | Fallos: 6
[7GJG] ✓ Exactas: 386 | Distancia: 9 | Pep: 12 | Fallos: 5
[7GB5] ✓ Exactas: 540 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GHB] ✓ Exactas: 630 | Distancia: 12 | Pep: 10 | Fallos: 10
[7LTJ] ✓ Exactas: 638 | Distancia: 8 | Pep: 11 | Fallos: 6
[7GK3] ✓ Exactas: 281 | Distancia: 7 | Pep: 9 | Fallos: 6
[7GCQ] ✓ Exactas: 556 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GFU] ✓ Exactas: 600 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GMO] ✓ Exactas: 276 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GNE] ✓ Exactas: 587 | Distancia: 10 | Pep: 10 | Fallos: 2
[7GE1] ✓ Exactas: 614 | Distancia: 12 | Pep: 11 | Fallos: 6
[7GIT] ✓ Exactas: 533 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GBI] ✓ Exactas: 546 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GD5] ✓ Exactas: 636 | Distancia: 24 | Pep: 13 | Fallos: 10
[7GEI] ✓ Exactas: 554 | Distancia: 18 | Pep: 8 | Fallos: 10
[7GFG] ✓ Exactas: 584 | Distancia: 16 | Pep: 8 | Fallos: 6
[8CZ4] ✓ Exactas: 648 | Distancia: 22 | Pep: 11 | Fallos: 10
[8UEG] ✓ Exactas: 790 | Distancia: 16 | Pep: 17 | Fallos: 4
[7GGN] ✓ Exactas: 642 | Distancia: 8 | Pep: 10 | Fallos: 8
[7GM7] ✓ Exactas: 543 | Distancia: 17 | Pep: 9 | Fallos: 8
[7GG2] ✓ Exactas: 580 | Distancia: 18 | Pep: 9 | Fallos: 8
[7GLT] ✓ Exactas: 603 | Distancia: 14 | Pep: 11 | Fallos: 8
[7GI4] ✓ Exactas: 689 | Distancia: 13 | Pep: 14 | Fallos: 10
[7GGB] ✓ Exactas: 480 | Distancia: 8 | Pep: 8 | Fallos: 8
[7GK9] ✓ Exactas: 593 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GFE] ✓ Exactas: 814 | Distancia: 16 | Pep: 13 | Fallos: 10
[8ACD] ✓ Exactas: 0 | Distancia: 341 | Pep: 11 | Fallos: 2
[7GKH] ✓ Exactas: 262 | Distancia: 5 | Pep: 9 | Fallos: 5
[7GM2] ✓ Exactas: 676 | Distancia: 16 | Pep: 10 | Fallos: 9
[7P2G] ✓ Exactas: 238 | Distancia: 3 | Pep: 10 | Fallos: 3
[7GCK] ✓ Exactas: 560 | Distancia: 10 | Pep: 9 | Fallos: 8
[7GG7] ✓ Exactas: 690 | Distancia: 26 | Pep: 14 | Fallos: 10
[8R12] ✓ Exactas: 629 | Distancia: 6 | Pep: 11 | Fallos: 6
[5RGV] ✓ Exactas: 466 | Distancia: 14 | Pep: 7 | Fallos: 8
[7GM8] ✓ Exactas: 274 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GIP] ✓ Exactas: 628 | Distancia: 20 | Pep: 11 | Fallos: 11
[7US4] ✓ Exactas: 812 | Distancia: 26 | Pep: 14 | Fallos: 6
[7GGS] ✓ Exactas: 602 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GIE] ✓ Exactas: 292 | Distancia: 7 | Pep: 9 | Fallos: 5
[5RGX] ✓ Exactas: 580 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GMT] ✓ Exactas: 277 | Distancia: 6 | Pep: 9 | Fallos: 5
[7M8N] ✓ Exactas: 0 | Distancia: 858 | Pep: 18 | Fallos: 11
[7GMS] ✓ Exactas: 332 | Distancia: 8 | Pep: 11 | Fallos: 3
[7GL5] ✓ Exactas: 555 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GAV] ✓ Exactas: 499 | Distancia: 15 | Pep: 9 | Fallos: 10
[8ZT9] ✓ Exactas: 454 | Distancia: 6 | Pep: 15 | Fallos: 1
[7CA8] ✓ Exactas: 219 | Distancia: 0 | Pep: 7 | Fallos: 1
[7GLK] ✓ Exactas: 575 | Distancia: 15 | Pep: 11 | Fallos: 10
[7QBB] ✓ Exactas: 576 | Distancia: 14 | Pep: 10 | Fallos: 8
[7GBE] ✓ Exactas: 536 | Distancia: 10 | Pep: 8 | Fallos: 8
[7GMG] ✓ Exactas: 599 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GGI] ✓ Exactas: 582 | Distancia: 10 | Pep: 8 | Fallos: 8
[7GLY] ✓ Exactas: 558 | Distancia: 15 | Pep: 10 | Fallos: 10
[7GK8] ✓ Exactas: 571 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GIM] ✓ Exactas: 556 | Distancia: 13 | Pep: 9 | Fallos: 10
[8R11] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GEW] ✓ Exactas: 584 | Distancia: 16 | Pep: 8 | Fallos: 8
[7GFC] ✓ Exactas: 710 | Distancia: 12 | Pep: 11 | Fallos: 8
[7GKQ] ✓ Exactas: 556 | Distancia: 14 | Pep: 9 | Fallos: 11
[7GMJ] ✓ Exactas: 559 | Distancia: 17 | Pep: 9 | Fallos: 8
[7GJO] ✓ Exactas: 299 | Distancia: 7 | Pep: 9 | Fallos: 5
[8CYZ] ✓ Exactas: 672 | Distancia: 20 | Pep: 11 | Fallos: 10
[7GGA] ✓ Exactas: 610 | Distancia: 18 | Pep: 9 | Fallos: 10
[8Y42] ✓ Exactas: 418 | Distancia: 7 | Pep: 16 | Fallos: 2
[7GNG] ✓ Exactas: 549 | Distancia: 10 | Pep: 9 | Fallos: 7
[7GM0] ✓ Exactas: 629 | Distancia: 14 | Pep: 11 | Fallos: 7
[7GKP] ✓ Exactas: 269 | Distancia: 6 | Pep: 8 | Fallos: 5
[7GJF] ✓ Exactas: 709 | Distancia: 20 | Pep: 12 | Fallos: 9
[7GJK] ✓ Exactas: 303 | Distancia: 9 | Pep: 10 | Fallos: 4
[7GF5] ✓ Exactas: 538 | Distancia: 8 | Pep: 9 | Fallos: 4
[7RMT] ✓ Exactas: 666 | Distancia: 4 | Pep: 12 | Fallos: 4
[7GLV] ✓ Exactas: 580 | Distancia: 16 | Pep: 9 | Fallos: 9
[7GLA] ✓ Exactas: 545 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GKY] ✓ Exactas: 516 | Distancia: 13 | Pep: 9 | Fallos: 9
[7GM5] ✓ Exactas: 542 | Distancia: 13 | Pep: 10 | Fallos: 8
[7GGH] ✓ Exactas: 588 | Distancia: 20 | Pep: 11 | Fallos: 10
[7GL2] ✓ Exactas: 608 | Distancia: 16 | Pep: 11 | Fallos: 8
[7GM9] ✓ Exactas: 595 | Distancia: 15 | Pep: 11 | Fallos: 9
[7GEJ] ✓ Exactas: 616 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GJ0] ✓ Exactas: 632 | Distancia: 18 | Pep: 11 | Fallos: 9
[8UDP] ✓ Exactas: 934 | Distancia: 18 | Pep: 17 | Fallos: 4
[7GER] ✓ Exactas: 604 | Distancia: 20 | Pep: 9 | Fallos: 10
[7M8M] ✓ Exactas: 0 | Distancia: 370 | Pep: 16 | Fallos: 5
[8ACL] ✓ Exactas: 0 | Distancia: 313 | Pep: 9 | Fallos: 4
[7GFA] ✓ Exactas: 586 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GE9] ✓ Exactas: 504 | Distancia: 12 | Pep: 8 | Fallos: 8
[7GES] ✓ Exactas: 586 | Distancia: 18 | Pep: 10 | Fallos: 6
